"Suite name","Test name","Test number","Lsl","Lsl","Lsl","Lsl","Lsl","Lsl_typ","Usl_typ","Usl","Usl","Usl","Usl","Usl","Units","Bin_s_num","Bin_s_name","Bin_h_num","Bin_h_name","Bin_type","Bin_reprobe","Bin_overon","Test_remarks"
"Test mode","","","TEMP_105_DEG","TEMP_100_DEG","TEMP_25_DEG","TEMP_0_DEG","TEMP_N40_DEG","","","TEMP_105_DEG","TEMP_100_DEG","TEMP_25_DEG","TEMP_0_DEG","TEMP_N40_DEG","","","","","","","","",""
"Cres_Pins_st","CR_1D_bootcomplete","5001","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_coresel0","5002","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_coresel1","5003","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_coresel2","5004","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_coresel3","5005","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_done","5006","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu00","5007","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu01","5008","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu02","5009","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu03","5010","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu04","5011","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu05","5012","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu06","5013","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu07","5014","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu08","5015","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu09","5016","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
"Cres_Pins_st","CR_1D_emu10","5017","0","0","0","0","0","GT","LE","40","40","40","40","40","ohms","110","F_OS_CRES_SBIN","8","F_OS","bad","","",""
